,Unnamed: 0,Topics,Sentences,Scores,pos,neg,compound,type,Sentiments_GloVe
3187,3187,6, is the monthly outow from Reservoir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3188,3188,6, Generation of Monthly Precipitation Under Climate Change for the Upper Blue Nile River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3189,3189,6, and system simulation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3190,3190,6, surface water and groundwater and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3191,3191,6, simulation and optimization,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}",0.565,0.0,0.3818,POS,positive
3192,3192,6, Group includes monthly median ows expressing the magnitude of monthly water,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3193,3193,6, lowing the seasonal,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.128}",0.0,0.429,-0.128,NEG,positive
3194,3194,6, Control of this seasonal and ow variability is one of the main challenges in the management of the Blue Nile,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.064,0.0,0.0772,POS,positive
3195,3195,6, Monthly outow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3196,3196,6, Monthly Flow Arjoon et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3197,3197,6, simulated groundwater,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3198,3198,6, Applied Groundwater Simulation of Flow and advection,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3199,3199,6, a Application of WetSpass model to estimate groundwater recharge variability in the Nile Delta,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3200,3200,6, Extreme hydrology and climate variability,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3201,3201,6, Simulated monthly ET is compared to monthly and SSEBop remote sensing ET estimates of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3202,3202,6, Extreme hydrology and climate variability T E e g a r e v A,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3203,3203,6, For this reservoir simulation model was,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3204,3204,6, Salinity increased from after years of simulation to,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.231,0.0,0.2732,POS,positive
3205,3205,6, The hydrologic condition of the WN comprises the inow at Malakal gauging station and the inow of seasonal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3206,3206,6, Simulation scenarios Table Performance indicators of DWD monthly rainfall data at the locations of ground,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3207,3207,6, the simplied approach used to estimate monthly inow of seasonal streams lumped many,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3208,3208,6, Monthly surface GPCC full data Version at monthly precipitation from built on and historic December,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3209,3209,6, A precipitation time series for drought,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3210,3210,6, a coupled simulation and optimization,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3818}",0.464,0.0,0.3818,POS,positive
3211,3211,6, Strong spatial and temporal variability in rainfall exists across the mountainous with an average seasonal rainfall of mm et,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.155,0.0,0.5106,POS,negative
3212,3212,6, Subseasonal analysis of precipitation variability in the Blue Nile River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3213,3213,6, Seasonal forecasting of the Ethiopian summer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3214,3214,6, Opportunities and constraints for farmers of west Africa to use seasonal precipitation forecasts with Burkina Faso as a case,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",0.133,0.0,0.3818,POS,positive
3215,3215,6, IRI Seasonal Climate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3216,3216,6, Part prediction of seasonal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3217,3217,6, variability of of Africa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3218,3218,6, Does objective cluster analysis serve as a useful precursor to seasonal precipitation prediction at local,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.182,0.0,0.4404,POS,positive
3219,3219,6, Climate variability and rural assessing the impact of seasonal climate forecasts in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3220,3220,6, Table Hydrological data stations Station Name,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3221,3221,6, Unlike Kessie station no daily flow data was available for Burie station to develop rating,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",0.0,0.136,-0.296,NEG,negative
3222,3222,6, The monthly average runoff data at for period from year to was used to determine long term monthly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3223,3223,6, The mean monthly flow at in July is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3224,3224,6, the spatial and seasonal availability of net primary production is dependent on the precipitation patterns,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3225,3225,6, and precipitation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3226,3226,6, This is because of the country is engaged in rainfed agriculture that is vulnerable to the spatial and temporal variability of rainfall and endemic drought in many parts of the,"{'neg': 0.058, 'neu': 0.859, 'pos': 0.083, 'compound': 0.2023}",0.083,0.058,0.2023,POS,positive
3227,3227,6, Framework application Hinkley Point C Power Station The Hinkley Point C Power Station is a nuclear power station currently under construction in southwest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3228,3228,6, large seasonal and variability of river flows resulting from climate variability makes the basin ently vulnerable to droughts and which is exacerbated by large uncertainties of the most recent climate change jections for the Nile basin and Whittington,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.5106}",0.0,0.107,-0.5106,NEG,positive
3229,3229,6, River basin simulation models of the Nile Water resources simulation models mimic the operation of the system characteristics and ing rules,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3230,3230,6, The variability of precipitation and thus flow of the Blue Nile is influenced by the El Southern Oscillation climate phenomenon et,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3231,3231,6, precipitation and ranging from to,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3232,3232,6, The combined approach can be categorized according to the adopted ematical the type of links between simulation and optimization modules such use of simulation as model of optimization imbedding optimization into simulation model or the in parallel use of ation and and to the operation rule that can be parameterized in simulation and Sulis,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.7783}",0.133,0.0,0.7783,POS,positive
3233,3233,6, system simulation water International Conference New York,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3234,3234,6, Figure shows the seasonal contribution of each river,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3235,3235,6, Controlling seasonal and variability of the poses serious challenges with respect to the management of the water resources in the,"{'neg': 0.057, 'neu': 0.749, 'pos': 0.194, 'compound': 0.4767}",0.194,0.057,0.4767,POS,positive
3236,3236,6, The seasonal contribution of,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3237,3237,6, The model had two optimization and a river basin simulation,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.245,0.0,0.3818,POS,positive
3238,3238,6, The model had two an optimization and a river basin simulation,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.224,0.0,0.3818,POS,positive
3239,3239,6, The downstream boundary of the simulation network is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3240,3240,6, It is worth mentioning that the annual average of the monthly ow affects the operation of reservoirs because of the variability of the Nile which is evident,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2263}",0.068,0.0,0.2263,POS,negative
3241,3241,6, Monthly water levels and releases of the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3242,3242,6, Development of the Eastern Nile Water Simulation Main The,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3243,3243,6, The monthly data were calculated by averaging the ings fall in the month for each and the seasonal data were calculated by averaging the monthly data for each season and the annual data were also calculated from the monthly data for each,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3244,3244,6, Monthly speaking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3245,3245,6, Keywords Groundwater management,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3246,3246,6, Groundwater Movements The groundwater flow patterns were investigated from water level maps in and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3247,3247,6, A uniform annual precipitation was assigned during the simulation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3248,3248,6, Simulation Results Model Calibration and Sensitivity Analysis Groundwater head distributions in June,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3249,3249,6, This indicates that groundwater flow in the vertical direction has more influence on groundwater heads than does horizontal groundwater,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3250,3250,6, groundwater modeling simulation of flow and advective transport,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3251,3251,6, To aid groundwater management hydrogeologists reconstructed this saline and brackish groundwater zone using groundwater models with very large,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3252,3252,6, Despite its large groundwater the amount of groundwater suitable for agricultural or industrial water supply is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3253,3253,6, Code Total fresh groundwater Fresh groundwater m Fresh groundwater m and onshore,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.7096}",0.496,0.0,0.7096,POS,positive
3254,3254,6, Data and Receiving Station,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3255,3255,6, J RIGW Groundwater resources and projection of groundwater,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3256,3256,6, A drought index was developed and applied to monitor the drought in and Oases,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3257,3257,6, Frame OLI and September Figure shows the seasonal and interannual variability of NDVI for the whole territory of Egypt for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3258,3258,6, Frame OLI July Figure shows the seasonal and interannual variability of NDVI for the area of the Nile River for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3259,3259,6, Frame OLI and August Figure shows seasonal and interannual variability of NDVI for the area of the Nile Delta for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3260,3260,6, Figure shows the seasonal and interannual variability of the averaged value of NDVI for this agricultural area for Kostianoy et,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.34}",0.112,0.0,0.34,POS,positive
3261,3261,6, Figure shows the seasonal and interannual variability of the averaged value of NDVI for this agricultural area for,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.124,0.0,0.34,POS,positive
3262,3262,6, Seasonal and interannual variability of territory averaged value of NDVI for,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.194,0.0,0.34,POS,positive
3263,3263,6, Seasonal variability of territory averaged value of NDVI for NASA GES,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",0.194,0.0,0.34,POS,positive
3264,3264,6, Seasonal and interannual variability of the averaged value of NDVI for the Nile River area for,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.138,0.0,0.34,POS,positive
3265,3265,6, Seasonal variability of the Nile River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3266,3266,6, Seasonal and interannual variability of the averaged value of NDVI for the Nile Delta for,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.146,0.0,0.34,POS,positive
3267,3267,6, Seasonal variability of the Nile Delta averaged value of NDVI for NASA GES,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",0.167,0.0,0.34,POS,positive
3268,3268,6, Seasonal and interannual variability of the averaged value of NDVI for the Beni Suef agricultural area for,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.13,0.0,0.34,POS,positive
3269,3269,6, Monthly concentration since seasonal cycle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3270,3270,6, A diagram of a global observing station,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3271,3271,6, Seasonal changes in vegetation pattern can be,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3272,3272,6, erosion protection to the drought resistance and plant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3273,3273,6, s u b a D s e l e B a s s e d i D r e d u G r e g u M a m m e J a k a l e W o l i h s e B m a j j o G h t u o S r e p p U a n a T e l i N e u l B e m u l o V w o l F m Dandrawy and Omran Table Maximum precipitation per day in Debremarcos station Month Day Max precipitation per day Year Analysis of Debremarcos Stabilization Station for Rain Depth Data on rainfall for Debremarcos were provided from to about years as shown in Table,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
3274,3274,6, a mm rainfall simulation was made within h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3275,3275,6, The flow at this station contains seasonal flow of Rahad and Sennar which originates in the highlands of Ethiopia in addition to flow from,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3276,3276,6, Model calibration simulation results MODSIM model was calibrated and validated for the gauge station of Tamaniat and gola station,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0.095,0.0,0.2263,POS,positive
3277,3277,6, Monthly simulated and observed flow of the Nile River at Dongola Station Sustainable Water Resources Management INFLOW OUTFLOW t r e e m c b u c n o i i l l i m n i t e a r w o F l h t n o m h W G y g r e n E n i e t a r w o F l r e t e M c b u C n o i i l l i M,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3278,3278,6, Mean monthly evaporation loss HAD simulation results From the existence of upstream GERD on the eastern Nile river the flow will alter in slight,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3182}",0.0,0.091,-0.3182,NEG,positive
3279,3279,6, Water and economic The role of variability and a framework for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3280,3280,6, The spatial variability of actual evapotranspiration is strongly related to rainfall variability and vegetation,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.139,0.0,0.2732,POS,positive
3281,3281,6, Station name,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3282,3282,6, The monthly hydrological ow data were aggregated from the daily data and the seasonal and annual data were lated from the monthly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3283,3283,6, monthly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3284,3284,6, It is unclear why the monthly and seasonal uxes showed stronger autocorrelation than,"{'neg': 0.128, 'neu': 0.705, 'pos': 0.167, 'compound': 0.1531}",0.167,0.128,0.1531,POS,positive
3285,3285,6, observed monthly rainfall variability might be due to oscillation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3286,3286,6, variability rather than climate variability in the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3287,3287,6, For annual ows in Siluh and Geba catchments shifted downward after and while no signicant abrupt change was served in Genfel and at Embamadre despite strong monthly and seasonal variability,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5996}",0.0,0.149,-0.5996,NEG,positive
3288,3288,6, This variability is expected as land degradation,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267}",0.0,0.362,-0.5267,NEG,positive
3289,3289,6, It can be seen that the trend of minimum described by and is consistent with the trend of monthly and seasonal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3290,3290,6, the result of this study clearly showed that monthly rainfall in the majority of the stations experienced high spatial variability compared to the seasonal and annual,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.097,0.0,0.4019,POS,positive
3291,3291,6, and A tion time series for drought US,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3292,3292,6, and Temporal variability of precipitation in the Upper Tennessee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,negative
3293,3293,6, and Spatial and ral variability of daily precipitation concentration in the Lancang River,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3294,3294,6, The objectives are evaluated by simulating the system monthly using synthetically generated monthly ow data of years length,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3295,3295,6, The Social Impact of Drought in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3296,3296,6, Water policy in The impact of drought and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3297,3297,6, Drought in India comes as no,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",0.0,0.306,-0.296,NEG,negative
3298,3298,6, Disaster simulation too,"{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}",0.0,0.672,-0.6249,NEG,negative
3299,3299,6, Kiev hydropower station,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3300,3300,6, To fill within the field data reported by farmers was,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3301,3301,6, To fill in the field data reported by farmers was,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3302,3302,6, Natural variability,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.714,0.0,0.3612,POS,negative
3303,3303,6, In this the ning period is the problem is solved on a monthly time step and there are hydrologic sequences in the simulation,"{'neg': 0.109, 'neu': 0.806, 'pos': 0.085, 'compound': -0.1531}",0.085,0.109,-0.1531,NEG,positive
3304,3304,6, The levels of precipitation were also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3305,3305,6, Key climate including average monthly average monthly average monthly and average monthly will,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3306,3306,6, River system Eastern Transboundary Reservoir simulation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3307,3307,6, and new River Basin Simulation Model river basin simulation model is one of the most used models in the Nile river,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3308,3308,6, The collected data are monthly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3309,3309,6, The worst result in Dongala station simulation is the flood season the beginning of the Merowe dam,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.6249}",0.0,0.204,-0.6249,NEG,negative
3310,3310,6, The comparison of the RiverWare simulation flow and observed flow data at Diem Khartoum Dongola station International Journal of Applied Engineering Research ISSN Volume Number,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.051,0.0,0.0772,POS,negative
3311,3311,6, Mean monthly simulated and observed flows at Diem Khartoum Dongola station n a J b e F r a M r p A y a M n u J l u J g u A p e S t c O v o N c e D International Journal of Applied Engineering Research ISSN Volume Number,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0772}",0.064,0.0,0.0772,POS,negative
3312,3312,6, m l e v e L D A H Simulation Observation Figure The simulation of the monthly first level compared with the observed during the period Figure shows the simulated of the monthly first day compared with observed monthly first day during the period,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3313,3313,6, Keywords Nile River Grand Ethiopian Renaissance reservoir fill system dynamics,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.6249}",0.389,0.0,0.6249,POS,negative
3314,3314,6, Methodology Research approach Given the security outcomes of this assessment of reservoir fill rate policies requires the use of a simulation model capable of replicating critical aspects of stream flow in the Nile,"{'neg': 0.063, 'neu': 0.799, 'pos': 0.138, 'compound': 0.4019}",0.138,0.063,0.4019,POS,negative
3315,3315,6, Region is aligned with the weather station at,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3316,3316,6, Transformations of annual to monthly precipitation and temperature were performed via table lookup functions using data obtained from an online resource capable of providing detailed weather data on nearly locations These results generate monthly discharge graphs consistent with those found on the global river discharge Figure presents monthly discharge outputs for the Blue Nile at Roseires Figure,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.3818}",0.044,0.0,0.3818,POS,positive
3317,3317,6, This form combines inputs on precipitation and temperature to examine various GERD reservoir fill rate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3318,3318,6, On the assumption that the Nile is ated annually by average annual precipitation for each region is obtained by multiplying average precipitation in depth by total area in square kilometers which produces average precipitation in Approaching the fill rate problem in this manner provides an ability to examine systemic water diversion strategies from the Blue Nile into the GERD reservoir while simultaneously entertaining scenarios that consider all water storage areas,"{'neg': 0.036, 'neu': 0.895, 'pos': 0.069, 'compound': 0.3612}",0.069,0.036,0.3612,POS,positive
3319,3319,6, Monthly estimates for precipitation and perature were generated for the years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3320,3320,6, When holding climate change constant at current levels and simulating GERD reservoir fill rate strategies at hypothetical levels of and of the Blue Nile the time for reservoir fill Figure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3321,3321,6, Fill rate scenarios without climate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
3322,3322,6, The estimated time to fill the reservoir based on model outputs of each of the remaining hypothetical fill rate policies varies between and years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL,positive
